page,municipality,title,amount_text,status,chunk
area/tokyo/ogasawara/seido/1932,ogasawara,子ども医療費助成（乳幼児・義務教育就学児・高校生等）,保険診療の自己負担分を全額助成（入院時食事療養標準負担額・差額ベッド代を除く）,ok,O
area/tokyo/komae/seido/828,komae,義務教育就学児（マル子）医療費助成制度,通院1回につき200円（令和7年10月より廃止し自己負担なし）,ok,O
area/tokyo/komae/seido/1399,komae,養育費確保支援事業助成金,,fetch_failed,O
area/tokyo/komae/seido/2889,komae,狛江市 不妊・不育症治療費助成（市独自上乗せ）,,fetch_failed,O
area/tokyo/komae/seido/2629,komae,狛江市 住居確保給付金（生活困窮者住居確保給付金）,"1人世帯 月53,700円／2人世帯 64,000円／3人世帯 69,800円（家賃支給上限）",ok,O
area/tokyo/komae/seido/1397,komae,母子（父子）家庭自立支援教育訓練給付金,受講料の60％（一般教育訓練 上限20万円／専門実践教育訓練 上限40万円×修学年数・上限160万円、1万2千円以下は対象外）,ok,O
area/tokyo/komae/seido/1395,komae,児童育成手当,育成手当 月額13 500円／障害手当 月額15 500円,ok,O
area/tokyo/kokubunji/seido/2556,kokubunji,国分寺市 敬老事業（記念品贈呈・敬老会・訪問）,,no_amount,O
area/tokyo/kokubunji/seido/940,kokubunji,住居確保給付金（転宅費用補助）,,no_amount,O
area/tokyo/kokubunji/seido/941,kokubunji,ひとり親家庭等医療費助成制度,市民税課税世帯は自己負担分のうち1割負担、非課税世帯は食事療養標準負担額等を除き助成,ok,O
